X	Y	Z	Time	xtrans	ytrans	x + xtrans	y + ytrans
0.536625	1.63276	0.109572	0.579944	0	0	0.536625	0.109572
0.535541	1.63378	0.107172	0.629162	0	0	0.535541	0.107172
0.539682	1.6321	0.100096	0.679154	0	0	0.539682	0.100096
0.55262	1.62688	0.0882493	0.728736	0	0	0.55262	0.0882493
0.567418	1.62319	0.07789	0.778475	0	0	0.567418	0.07789
0.579361	1.62169	0.0728999	0.828481	0	0	0.579361	0.0728999
0.593719	1.61912	0.0701067	0.878154	0	0	0.593719	0.0701067
0.601872	1.61889	0.0694539	0.928263	0	0	0.601872	0.0694539
0.606339	1.61835	0.069425	0.978468	0	0	0.606339	0.069425
0.608579	1.6172	0.0694961	1.02846	0	0	0.608579	0.0694961
0.609824	1.61647	0.0687913	1.07828	0	0	0.609824	0.0687913
0.610732	1.61691	0.0683267	1.1279	0	0	0.610732	0.0683267
0.610405	1.61704	0.0693142	1.17797	0	0	0.610405	0.0693142
0.610026	1.61778	0.0710246	1.22761	0	0	0.610026	0.0710246
0.609121	1.6186	0.0728117	1.27761	0	0	0.609121	0.0728117
0.608782	1.61846	0.0742206	1.32736	0	0	0.608782	0.0742206
0.608678	1.6178	0.074994	1.37695	0	0	0.608678	0.074994
0.608142	1.61738	0.0759163	1.42712	0	0	0.608142	0.0759163
0.607865	1.61658	0.0772927	1.4767	0	0	0.607865	0.0772927
0.60792	1.61647	0.0786025	1.52635	0	0	0.60792	0.0786025
0.607762	1.61698	0.0802642	1.57613	0	0	0.607762	0.0802642
0.608593	1.61754	0.0819373	1.6262	0	0	0.608593	0.0819373
0.609315	1.61785	0.0834278	1.67575	0	0	0.609315	0.0834278
0.610238	1.61784	0.0847307	1.7254	0	0	0.610238	0.0847307
0.61164	1.61767	0.0859785	1.77512	0	0	0.61164	0.0859785
0.612827	1.61757	0.087024	1.8247	0	0	0.612827	0.087024
0.614173	1.61798	0.0877354	1.87478	0	0	0.614173	0.0877354
0.615105	1.61849	0.0887697	1.9244	0	0	0.615105	0.0887697
0.615547	1.61871	0.0897104	1.97413	0	0	0.615547	0.0897104
0.616811	1.61911	0.0903143	2.02367	0	0	0.616811	0.0903143
0.619092	1.6206	0.0900474	2.07379	0	0	0.619092	0.0900474
0.620365	1.62185	0.0898708	2.12391	0	0	0.620365	0.0898708
0.620695	1.61576	0.0904308	2.17372	0	0	0.620695	0.0904308
0.620188	1.60705	0.0893159	2.22395	0	0	0.620188	0.0893159
0.619862	1.60188	0.0865965	2.27395	0	0	0.619862	0.0865965
0.619615	1.59942	0.0839866	2.32364	0	0	0.619615	0.0839866
0.619122	1.59917	0.0821387	2.37325	0	0	0.619122	0.0821387
0.618457	1.59869	0.080233	2.42332	0	0	0.618457	0.080233
0.617443	1.59867	0.0776106	2.47292	0	0	0.617443	0.0776106
