X	Y	Z	Time	xtrans	ytrans	x + xtrans	y + ytrans
-0.00191274	1.48658	-0.359666	0.535119	0	0	-0.00191274	-0.359666
-0.000550792	1.48652	-0.359739	0.584675	0	0	-0.000550792	-0.359739
0.000594005	1.48644	-0.359637	0.634355	0	0	0.000594005	-0.359637
0.0020826	1.4857	-0.359565	0.684579	0	0	0.0020826	-0.359565
0.00360306	1.48504	-0.35935	0.734746	0	0	0.00360306	-0.35935
0.0051268	1.48474	-0.359217	0.785407	0	0	0.0051268	-0.359217
0.00606628	1.48475	-0.358995	0.835498	0	0	0.00606628	-0.358995
0.00659341	1.48463	-0.358958	0.885037	0	0	0.00659341	-0.358958
0.006756	1.48459	-0.358879	0.93477	0	0	0.006756	-0.358879
0.00694914	1.48427	-0.358894	0.985325	0	0	0.00694914	-0.358894
0.0075011	1.48369	-0.359105	1.03519	0	0	0.0075011	-0.359105
0.00793243	1.48378	-0.359962	1.0851	0	0	0.00793243	-0.359962
0.00502415	1.48507	-0.361065	1.13536	0	0	0.00502415	-0.361065
0.000566512	1.48579	-0.361552	1.18568	0	0	0.000566512	-0.361552
-0.00373105	1.4868	-0.361665	1.23658	0	0	-0.00373105	-0.361665
-0.00794182	1.48802	-0.361391	1.28614	0	0	-0.00794182	-0.361391
-0.0118354	1.48892	-0.360781	1.33578	0	0	-0.0118354	-0.360781
-0.0149909	1.49003	-0.359919	1.38587	0	0	-0.0149909	-0.359919
-0.0172489	1.4913	-0.35914	1.43554	0	0	-0.0172489	-0.35914
-0.0198065	1.49252	-0.358072	1.48572	0	0	-0.0198065	-0.358072
-0.0217726	1.49279	-0.357201	1.5354	0	0	-0.0217726	-0.357201
-0.0234563	1.49356	-0.356861	1.58491	0	0	-0.0234563	-0.356861
-0.0246425	1.4934	-0.356643	1.63477	0	0	-0.0246425	-0.356643
-0.0250094	1.49329	-0.356873	1.68497	0	0	-0.0250094	-0.356873
-0.0252093	1.49273	-0.357267	1.73501	0	0	-0.0252093	-0.357267
-0.02569	1.49289	-0.358083	1.78463	0	0	-0.02569	-0.358083
-0.0264271	1.49264	-0.358832	1.83478	0	0	-0.0264271	-0.358832
-0.0275224	1.4925	-0.359513	1.88493	0	0	-0.0275224	-0.359513
-0.0286266	1.49211	-0.360331	1.93559	0	0	-0.0286266	-0.360331
-0.0292265	1.49166	-0.361162	1.98571	0	0	-0.0292265	-0.361162
-0.0289971	1.49127	-0.36223	2.03593	0	0	-0.0289971	-0.36223
-0.0283313	1.4916	-0.362708	2.08605	0	0	-0.0283313	-0.362708
-0.0278481	1.49158	-0.363109	2.1362	0	0	-0.0278481	-0.363109
-0.0276843	1.49095	-0.363446	2.18622	0	0	-0.0276843	-0.363446
-0.0281067	1.49014	-0.363881	2.23577	0	0	-0.0281067	-0.363881
-0.0291293	1.48893	-0.364027	2.28549	0	0	-0.0291293	-0.364027
-0.0299533	1.48804	-0.364252	2.33524	0	0	-0.0299533	-0.364252
-0.0304121	1.48768	-0.364245	2.38578	0	0	-0.0304121	-0.364245
-0.0304133	1.48771	-0.363813	2.43582	0	0	-0.0304133	-0.363813
-0.00893532	1.48742	-0.357231	3.61867	0	0	-0.00893532	-0.357231
-0.00893532	1.48742	-0.357231	3.6192	0	0	-0.00893532	-0.357231
-0.00731824	1.48804	-0.356138	3.66985	0	0	-0.00731824	-0.356138
-0.00740867	1.48794	-0.35532	3.71984	0	0	-0.00740867	-0.35532
-0.00806662	1.48786	-0.354794	3.76994	0	0	-0.00806662	-0.354794
-0.0086346	1.48777	-0.35451	3.82061	0	0	-0.0086346	-0.35451
-0.00900176	1.48752	-0.354294	3.87066	0	0	-0.00900176	-0.354294
-0.0093431	1.48707	-0.353956	3.92088	0	0	-0.0093431	-0.353956
-0.00949831	1.48662	-0.353575	3.97152	0	0	-0.00949831	-0.353575
-0.00982847	1.48656	-0.353343	4.02165	0	0	-0.00982847	-0.353343
-0.0106454	1.48634	-0.35307	4.07176	0	0	-0.0106454	-0.35307
-0.0115015	1.48635	-0.352773	4.12202	0	0	-0.0115015	-0.352773
-0.0118139	1.48699	-0.352493	4.17199	0	0	-0.0118139	-0.352493
-0.0123043	1.48701	-0.352116	4.22167	0	0	-0.0123043	-0.352116
-0.0126945	1.48718	-0.351934	4.27174	0	0	-0.0126945	-0.351934
-0.0128104	1.48723	-0.35195	4.32134	0	0	-0.0128104	-0.35195
-0.0127811	1.48715	-0.352314	4.37128	0	0	-0.0127811	-0.352314
-0.0125227	1.48684	-0.352608	4.42109	0	0	-0.0125227	-0.352608
-0.0121943	1.487	-0.353145	4.47078	0	0	-0.0121943	-0.353145
-0.011755	1.48684	-0.353634	4.52085	0	0	-0.011755	-0.353634
-0.0113404	1.48696	-0.354123	4.57061	0	0	-0.0113404	-0.354123
-0.0110751	1.487	-0.354434	4.62062	0	0	-0.0110751	-0.354434
-0.010645	1.4869	-0.35496	4.67034	0	0	-0.010645	-0.35496
-0.0103677	1.48698	-0.35539	4.7204	0	0	-0.0103677	-0.35539
-0.0101187	1.4869	-0.355685	4.77054	0	0	-0.0101187	-0.355685
